666405878686314496,Tue Nov 17 00:01:57 +0000 2015,fx_checker,2822763008,ja,"安値更新▼ EUR/USD
09:01 1.06847

11/17 08:22 1.06850
11/17 07:40 1.06809 ★
11/17 07:21 1.06830
11/17 07:00 1.06836
#株 https://t.co/vHfhp0OFJI"
666406605013934080,Tue Nov 17 00:04:50 +0000 2015,EURO_Forex,240491390,en,EUR/USD – Euro Slips Below 1.07 After Paris Attacks: The euro briefly dipped below the 1.07 level in Monday’s ... https://t.co/EjXsFv4gYR
666406700958679040,Tue Nov 17 00:05:13 +0000 2015,iseya225F,253797897,ja,EUR/USD 1.070割れ！ https://t.co/uikIdFtmR3
666409583645184005,Tue Nov 17 00:16:40 +0000 2015,BoursePro,2745089574,en,EUR/USD continues to evolve upwards although the overall trend remains bearish #Forex https://t.co/nxljYUeN9M https://t.co/jgFe1jwXCI
666409676876226560,Tue Nov 17 00:17:02 +0000 2015,moorearshad,116945492,en,"RT @FXcougar: Mon Nov 16: Dow (+237) 17, 482; USD index 99.48; Gold $1,083; US 10Y bond yield 2.27%; Oil $41.89; USD/JPY 123.25; EUR/USD 1.…"
666409843708706818,Tue Nov 17 00:17:42 +0000 2015,facesinclair,3246334699,fr,Forex - EUR/USD en baisse à la fin de la séance aux Etats-Unis:  https://t.co/nPLXfuKtYL
666409893990154240,Tue Nov 17 00:17:54 +0000 2015,TTMarketNews_at,1448660978,en,"Currencies. Daily history for Nov 16’2015:

(pare/closed(GMT +2)/change, %)

EUR/USD $1,0685 -0,61%

GBP/USD $1,51… https://t.co/ZCkr3pbJMz"
666410067437223936,Tue Nov 17 00:18:36 +0000 2015,TeleTradeTwit,1448297119,en,"Currencies. Daily history for Nov 16’2015:

(pare/closed(GMT +2)/change, %)

EUR/USD $1,0685 -0,61%

GBP/USD $1,51… https://t.co/942aBMcLB9"
666410230411083776,Tue Nov 17 00:19:14 +0000 2015,robinsone626,3815390419,en,"EUR/USD falls below 1.07, as investors flock to dollar following attacks {investing} https://t.co/WkylmZK6n8"
666410511119044608,Tue Nov 17 00:20:21 +0000 2015,traderbeast15,3255840975,en,"GBP/USD still a range trade, USD/JPY building up to go higher, EUR/USD parity, not so soon https://t.co/fs8b7kgNSA #forex #news #money"
666410614324117504,Tue Nov 17 00:20:46 +0000 2015,TTMarketNews_eu,1446610135,en,"Currencies. Daily history for Nov 16’2015:

(pare/closed(GMT +2)/change, %)

EUR/USD $1,0685 -0,61%

GBP/USD $1,51… https://t.co/ABu0sXGrip"
666410833963032576,Tue Nov 17 00:21:38 +0000 2015,TTMarketNews_pl,1446282433,en,"Currencies. Daily history for Nov 16’2015:

(pare/closed(GMT +2)/change, %)

EUR/USD $1,0685 -0,61%

GBP/USD $1,51… https://t.co/2IYwVfDf5J"
666412085950181376,Tue Nov 17 00:26:37 +0000 2015,ForExtraReview,2437298305,en,"EUR/USD falls below 1.0700 https://t.co/QmiPC6l1Jq #forex, #forextrading"
666412180372328448,Tue Nov 17 00:26:59 +0000 2015,fxsignals4pips,257654076,en,"EUR/USD falls below 1.07, as investors flock to dollar following attacks https://t.co/IrwUnJdcvc #trading #forex"
666412761774190596,Tue Nov 17 00:29:18 +0000 2015,FXinEffect1,2358350928,en,"EUR/USD falls below 1.07, as investors flock to dollar following attacks https://t.co/02FcuQQIl9"
666412807253057537,Tue Nov 17 00:29:29 +0000 2015,TTMarketNews_lt,2237529792,en,"Currencies. Daily history for Nov 16’2015:

(pare/closed(GMT +2)/change, %)

EUR/USD $1,0685 -0,61%

GBP/USD $1,51… https://t.co/ZfTKCZgL5e"
666413370812276736,Tue Nov 17 00:31:43 +0000 2015,TTMarketNews_cz,1446656108,en,"Currencies. Daily history for Nov 16’2015:

(pare/closed(GMT +2)/change, %)

EUR/USD $1,0685 -0,61%

GBP/USD $1,51… https://t.co/L9aB63a4SX"
666413389434998784,Tue Nov 17 00:31:48 +0000 2015,TTMarketNews_hu,1446253436,en,"Currencies. Daily history for Nov 16’2015:

(pare/closed(GMT +2)/change, %)

EUR/USD $1,0685 -0,61%

GBP/USD $1,51… https://t.co/eVug2V51BY"
666413696420356096,Tue Nov 17 00:33:01 +0000 2015,forex_1news,3399918004,en,Demo FX ==&gt; https://t.co/kulWfvttYj #forex #stocks #usd #eur  Currency investors should consider selling EUR/USD … https://t.co/OyUaCxAvXP
666413699670941696,Tue Nov 17 00:33:02 +0000 2015,forex_1news,3399918004,und,Demo FX ==&gt; https://t.co/kulWfvttYj #forex #stocks #usd #eur  FXStreet (Córdoba) - EUR/USD extended its decline a… https://t.co/1JVYbuVAsd
666413700216184832,Tue Nov 17 00:33:02 +0000 2015,forex_1signals,3399921316,und,Demo FX ==&gt; https://t.co/HIhK8C6QTk #forex #forex_news #usd #jpy #oil #stocks  FXStreet (Córdoba) - EUR/USD exten… https://t.co/wwdomWYC6s
666413725109325824,Tue Nov 17 00:33:08 +0000 2015,forex_1signals,3399921316,en,Demo FX ==&gt; https://t.co/HIhK8C6QTk #forex #forex_news #usd #jpy #oil #stocks  EUR/USD plunged more than 0.80% to… https://t.co/xd4ZFyoH7j
666413725168050179,Tue Nov 17 00:33:08 +0000 2015,forex_1news,3399918004,en,Demo FX ==&gt; https://t.co/kulWfvttYj #forex #stocks #usd #eur  EUR/USD plunged more than 0.80% to 1.0686 in the wa… https://t.co/QF6HRgD71y
666413777336799232,Tue Nov 17 00:33:20 +0000 2015,TTMarketNews_gr,1448736024,en,"Currencies. Daily history for Nov 16’2015:

(pare/closed(GMT +2)/change, %)

EUR/USD $1,0685 -0,61%

GBP/USD $1,51… https://t.co/JTnwGUEZ8K"
666415408950349824,Tue Nov 17 00:39:49 +0000 2015,nowfxtrading,735218420,en,"EUR/USD falls below 1.07, as investors flock to dollar following attacks - https://t.co/ITq0uKQ3Fg"
666416206497189888,Tue Nov 17 00:42:59 +0000 2015,capitolZERO,3168225294,en,"EUR/USD falls below 1.07, as investors flock to dollar following attacks https://t.co/iMJJX4BAN0"
666418156194422785,Tue Nov 17 00:50:44 +0000 2015,LoganForex,1514128968,en,"#forex #EUR/USD EUR/USD falls below 1.07, as investors flock to dollar following attacks https://t.co/W9MUxnj6Z9"
666418200318509057,Tue Nov 17 00:50:55 +0000 2015,BoursePro_T,2875139285,en,RT @BoursePro: EUR/USD continues to evolve upwards although the overall trend remains bearish #Forex https://t.co/nxljYUeN9M https://t.co/j…
666418266143719425,Tue Nov 17 00:51:10 +0000 2015,Newsprelease,314695788,en,"EUR/USD falls below 1.07, as investors flock to dollar following attacks https://t.co/2GkYTfEU1Z"
666418268190539776,Tue Nov 17 00:51:11 +0000 2015,fx_checker,2822763008,ja,"高値更新▲ EUR/USD
09:51 1.06878

11/17 09:32 1.06875
11/17 08:37 1.06896 ★
11/17 07:32 1.06866
11/17 07:10 1.06867
#株 https://t.co/4sAPmTobu7"
666419365365944320,Tue Nov 17 00:55:32 +0000 2015,fx_checker,2822763008,ja,"EUR/USD 1.07▲付近
09:55 1.06904
#株 #為替 https://t.co/Urv3sGoP2H"
666420676333539328,Tue Nov 17 01:00:45 +0000 2015,sigbinary,2847876929,en,Current EUR/USD binary signal at 1.06884 #signal https://t.co/XtDYtLhlhH
666420844160262144,Tue Nov 17 01:01:25 +0000 2015,jpngretea,3089403848,en,EUR/USD #OANDA #EURUSD https://t.co/pDIljq16d5
666421196620197889,Tue Nov 17 01:02:49 +0000 2015,petergo99037185,760883833,en,"EUR/USD TTT and dropping hard,.. (TTT) = triple top.."
666421352136507393,Tue Nov 17 01:03:26 +0000 2015,fx_checker,2822763008,ja,"安値更新▼ EUR/USD
10:03 1.06832

11/17 09:26 1.06834
11/17 09:04 1.06832
11/17 08:22 1.06850
11/17 07:40 1.06809 ★
#株 https://t.co/EKJpdmzgtZ"
666421497859325952,Tue Nov 17 01:04:01 +0000 2015,carlos6226175,3462790647,en,"Closed a EUR/USD at 1.06818 on ZuluTrade. Visit https://t.co/Kpd6YxcfQI
 to check on the latest hypothetical performance statistics."
666421498526236676,Tue Nov 17 01:04:01 +0000 2015,CozzaEliseu,3395512179,en,"Closed a EUR/USD at 1.06818 on ZuluTrade. Visit https://t.co/xhKJ470DFf
 to check on the latest hypothetical performance statistics."
666421747567230977,Tue Nov 17 01:05:00 +0000 2015,aligbkw,4034320761,en,going short on eur/usd - stop at 1.07
666421886876819456,Tue Nov 17 01:05:34 +0000 2015,borsaanaliz1,322172613,in,Eur/Usd son rakam 1.0681.
666421917579132928,Tue Nov 17 01:05:41 +0000 2015,giancapiccione,3723326176,en,RT @aligbkw: going short on eur/usd - stop at 1.07
666422185091842049,Tue Nov 17 01:06:45 +0000 2015,vicky19630311,3234679081,en,"Closed a EUR/USD at 1.06829 on ZuluTrade. Visit https://t.co/73QYCZ0vfo
 to check on the latest hypothetical performance statistics."
666422369834164224,Tue Nov 17 01:07:29 +0000 2015,forexticker_DE,3246381574,de,EUR/USD berührt das Vortagestief bei 1.06738 um 02:07:28 MEZ #forex #fx #boerse #EURUSD
666422371050504193,Tue Nov 17 01:07:29 +0000 2015,forexticker_DE,3246381574,de,EUR/USD berührt das Vorwochentief bei 1.06733 um 02:07:29 MEZ #forex #fx #boerse #EURUSD
666422373726466048,Tue Nov 17 01:07:30 +0000 2015,yun0321_MSC,3409918094,en,"Closed a EUR/USD at 1.06742 on ZuluTrade. Visit https://t.co/VOYLHrJgyl
 to check on the latest hypothetical performance statistics."
666422374213033985,Tue Nov 17 01:07:30 +0000 2015,Alexander_AX7,151357642,en,"Closed a EUR/USD at 1.06727 on ZuluTrade. Visit https://t.co/Yk77NZ8Ux3
 to check on the latest hypothetical performance statistics."
666422374414295040,Tue Nov 17 01:07:30 +0000 2015,vyellna,2891456234,en,"Closed a EUR/USD at 1.0675 on ZuluTrade. Visit https://t.co/PCOQ1rUlHu
 to check on the latest hypothetical performance statistics."
666422376482127872,Tue Nov 17 01:07:30 +0000 2015,Bussinesmanger,3293566154,en,"Closed a EUR/USD at 1.06747 on ZuluTrade. Visit https://t.co/LVtnUkFvso
 to check on the latest hypothetical performance statistics."
666422382794547200,Tue Nov 17 01:07:32 +0000 2015,MindMasterR,399634953,en,"Closed a EUR/USD at 1.0674 on ZuluTrade. Visit https://t.co/pNDwo41iOP
 to check on the latest hypothetical performance statistics."
666422383490809856,Tue Nov 17 01:07:32 +0000 2015,Traderspinnaker,3948491237,en,"Closed a EUR/USD at 1.06715 on ZuluTrade. Visit https://t.co/viZlgwR3IO
 to check on the latest hypothetical performance statistics."
666422383008489472,Tue Nov 17 01:07:32 +0000 2015,jukovka,76298512,en,"Closed a EUR/USD at 1.0671 on ZuluTrade. Visit https://t.co/35UPGEf7hM
 to check on the latest hypothetical performance statistics."
666422383746686976,Tue Nov 17 01:07:32 +0000 2015,4xMenza,2302654766,en,"Closed a EUR/USD at 1.06728 on ZuluTrade. Visit https://t.co/TZPhyIfF68
 to check on the latest hypothetical performance statistics."
666422384078012416,Tue Nov 17 01:07:32 +0000 2015,Sridattatrey,3307704877,en,"Closed a EUR/USD at 1.06708 on ZuluTrade. Visit https://t.co/aUn5WUmTNt
 to check on the latest hypothetical performance statistics."
666422386833625088,Tue Nov 17 01:07:33 +0000 2015,wesleyantholz,310255705,en,"Closed a EUR/USD at 1.0673 on ZuluTrade. Visit https://t.co/xSQfQ8aMAy
 to check on the latest hypothetical performance statistics."
666422386858844161,Tue Nov 17 01:07:33 +0000 2015,algonell,854468695,en,"Closed a EUR/USD at 1.06689 on ZuluTrade. Visit https://t.co/25J8Qkhvd5
 to check on the latest hypothetical performance statistics."
666422387362111488,Tue Nov 17 01:07:33 +0000 2015,GoldmineLee,2641264261,en,"Closed a EUR/USD at 1.06728 on ZuluTrade. Visit https://t.co/lLKWUEAJXr
 to check on the latest hypothetical performance statistics."
666422388310065153,Tue Nov 17 01:07:33 +0000 2015,molotsipilane,144404470,en,"Closed a EUR/USD at 1.06728 on ZuluTrade. Visit https://t.co/lAQKYMdRMk
 to check on the latest hypothetical performance statistics."
666422388133875712,Tue Nov 17 01:07:33 +0000 2015,ferdicemara,41102458,en,"Closed a EUR/USD at 1.06682 on ZuluTrade. Visit https://t.co/Uj1mKoH03p
 to check on the latest hypothetical performance statistics."
666422388901416962,Tue Nov 17 01:07:33 +0000 2015,ferdicemara,41102458,en,"Closed a EUR/USD at 1.0668 on ZuluTrade. Visit https://t.co/Uj1mKoH03p
 to check on the latest hypothetical performance statistics."
666422393951252480,Tue Nov 17 01:07:34 +0000 2015,fx_checker,2822763008,ja,"下落▼ EUR/USD 5分比
1.06839→1.06730 (-0.10%)
10:02→10:07
#株 #為替 https://t.co/BwArYh9UKv"
666422575006924800,Tue Nov 17 01:08:18 +0000 2015,DukascopyFX,113084080,en,EUR/USD touched a half yearly low  at 1.06744 [01:08 GMT] #forex #fx #finance #EURUSD
666422731194413056,Tue Nov 17 01:08:55 +0000 2015,Eriktradeforyou,463871198,en,"Closed a EUR/USD at 1.06655 on ZuluTrade. Visit https://t.co/zP1IoEvkUa
 to check on the latest hypothetical performance statistics."
666422731794194432,Tue Nov 17 01:08:55 +0000 2015,4xkk,488285168,en,"Closed a EUR/USD at 1.0665 on ZuluTrade. Visit https://t.co/Z3sbjoMMmI
 to check on the latest hypothetical performance statistics."
666422731802587136,Tue Nov 17 01:08:55 +0000 2015,4xkk,488285168,en,"Closed a EUR/USD at 1.06653 on ZuluTrade. Visit https://t.co/Z3sbjoMMmI
 to check on the latest hypothetical performance statistics."
666422733337714688,Tue Nov 17 01:08:55 +0000 2015,4xkk,488285168,en,"Closed a EUR/USD at 1.06647 on ZuluTrade. Visit https://t.co/Z3sbjoMMmI
 to check on the latest hypothetical performance statistics."
666422733987815424,Tue Nov 17 01:08:55 +0000 2015,4xkk,488285168,en,"Closed a EUR/USD at 1.06646 on ZuluTrade. Visit https://t.co/Z3sbjoMMmI
 to check on the latest hypothetical performance statistics."
666422931040415744,Tue Nov 17 01:09:42 +0000 2015,hittu333,429062410,en,"Closed a EUR/USD at 1.06723 on ZuluTrade. Visit https://t.co/EjtguRPB75
 to check on the latest hypothetical performance statistics."
666423030269255680,Tue Nov 17 01:10:06 +0000 2015,petergo99037185,760883833,en,"EUR/USD HOME RUN  bases loaded, 450 ft over center field.

25 pip drop.."
666423206560010240,Tue Nov 17 01:10:48 +0000 2015,4xkk,488285168,en,"Closed a EUR/USD at 1.06642 on ZuluTrade. Visit https://t.co/Z3sbjoMMmI
 to check on the latest hypothetical performance statistics."
666423206903996416,Tue Nov 17 01:10:48 +0000 2015,4xkk,488285168,en,"Closed a EUR/USD at 1.0664 on ZuluTrade. Visit https://t.co/Z3sbjoMMmI
 to check on the latest hypothetical performance statistics."
666423206975270912,Tue Nov 17 01:10:48 +0000 2015,4xkk,488285168,en,"Closed a EUR/USD at 1.06639 on ZuluTrade. Visit https://t.co/Z3sbjoMMmI
 to check on the latest hypothetical performance statistics."
666423207063326720,Tue Nov 17 01:10:48 +0000 2015,4xkk,488285168,en,"Closed a EUR/USD at 1.06638 on ZuluTrade. Visit https://t.co/Z3sbjoMMmI
 to check on the latest hypothetical performance statistics."
666423207822512129,Tue Nov 17 01:10:48 +0000 2015,4xkk,488285168,en,"Closed a EUR/USD at 1.06635 on ZuluTrade. Visit https://t.co/Z3sbjoMMmI
 to check on the latest hypothetical performance statistics."
666423222699732992,Tue Nov 17 01:10:52 +0000 2015,4xkk,488285168,en,"Closed a EUR/USD at 1.0663 on ZuluTrade. Visit https://t.co/Z3sbjoMMmI
 to check on the latest hypothetical performance statistics."
666423240261242880,Tue Nov 17 01:10:56 +0000 2015,akin_gursoy,98749301,en,"Closed a EUR/USD at 1.06624 on ZuluTrade. Visit https://t.co/yMUh5SbqNJ
 to check on the latest hypothetical performance statistics."
666423254895185920,Tue Nov 17 01:11:00 +0000 2015,kinal_2007,125379000,en,"Closed a EUR/USD at 1.06591 on ZuluTrade. Visit https://t.co/H9eVT6H3Gd
 to check on the latest hypothetical performance statistics."
666423288474791937,Tue Nov 17 01:11:08 +0000 2015,BoursePro_T,2875139285,en,EUR/USD continues to evolve upwards although the overall trend remains bearish #Forex https://t.co/4lKVnxH8jU https://t.co/fPfuBvCRRF
666423581933445121,Tue Nov 17 01:12:18 +0000 2015,FXS_Signals_RU,2828234017,uk,EUR/USD коснулся полугодового минимума  1.06744 [01:08 GMT] #Финансы #Форекс https://t.co/00KUh2YrWF
666423584370335744,Tue Nov 17 01:12:18 +0000 2015,FXS_Signals_ZH,2828499181,zh,EUR/USD 触及 半年 低点 在 1.06744 [01:08 GMT] #外汇 #金融 https://t.co/cCYsrtEVtO
666423587042103296,Tue Nov 17 01:12:19 +0000 2015,FXS_Signals_FR,2828355152,fr,EUR/USD touché à semestriel bas à 1.06744 [01:08 GMT] #Finances #Forex https://t.co/suv4YZ47tj
666423589659418624,Tue Nov 17 01:12:19 +0000 2015,FXS_Signals_ES,2828430902,es,EUR/USD tocó un medio año bajo en 1.06744 [01:08 GMT] #Finanzas #Forex https://t.co/RYVZOKhTZz
666423593983676416,Tue Nov 17 01:12:21 +0000 2015,FXS_Signals_DE,2828486491,de,EUR/USD berührt für das Halbjahr niedrig bei 1.06744 [01:08 GMT] #Finanzierung #Forex https://t.co/N4x1EAmUkO
666423596521291776,Tue Nov 17 01:12:21 +0000 2015,FXS_Signals_PT,2965871751,pt,EUR/USD tocou em meio ano baixo em 1.06744 [01:08 GMT] #Finanças #Forex https://t.co/YDzvaAEKV8
666423599167897605,Tue Nov 17 01:12:22 +0000 2015,FXS_Signals_JA,2842486187,ja,EUR/USD 触れました 半年 低い に 1.06744 [01:08 GMT] #フォレックス #財政 https://t.co/MDthO75N7w
666423601646714880,Tue Nov 17 01:12:22 +0000 2015,FXS_Signals_PL,2965921822,pl,EUR/USD dotknięty półroczny min w 1.06744 [01:08 GMT] #Finanse #Forex https://t.co/W7Cv5tBfJa
666423604075233282,Tue Nov 17 01:12:23 +0000 2015,FXS_Signals_IT,3144040043,it,EUR/USD toccato a meta' anno minimo a 1.06744 [01:08 GMT] #Finanza #Forex https://t.co/EdWb37iHHF
666423606533074945,Tue Nov 17 01:12:24 +0000 2015,FXS_Signals_TH,2965951096,th,EUR/USD ถูกเลื่อน ครึ่งปี ต่ำ ที่ 1.06744 [01:08 GMT] #การเงิน https://t.co/Jg5EOURDf9
666423608986763264,Tue Nov 17 01:12:24 +0000 2015,FXS_Signals_MS,2965886325,in,EUR/USD menyentuh setengah tahun rendah di 1.06744 [01:08 GMT] #Kewangan https://t.co/Qkd2q28D6E
666423611448758272,Tue Nov 17 01:12:25 +0000 2015,FXS_Signals_AR,2965900947,ar,EUR/USD التماس نصف سنوي ادنى عند 1.06744 [01:08 GMT] #المالية #فوركس https://t.co/XS5IPaEf1v
666423632969773059,Tue Nov 17 01:12:30 +0000 2015,myforexoptions,2576469450,en,"Closed a EUR/USD at 1.06657 on ZuluTrade. Visit https://t.co/7ZPVxb3cNT
 to check on the latest hypothetical performance statistics."
666424083890966529,Tue Nov 17 01:14:17 +0000 2015,BizDatabase,2166519151,en,"EUR posting new session lows https://t.co/xMVuL4Uhww EUR/USD and EUR crosses are taking a bit of a hit
EUR/USD is now below the overnight …"
666424192066314240,Tue Nov 17 01:14:43 +0000 2015,OnlyStockTips,71236272,en,"EUR/USD falls below 1.07, as investors flock to dollar following attacks https://t.co/uIM9EziSWF"
666424359477735425,Tue Nov 17 01:15:23 +0000 2015,sigbinary,2847876929,en,Latest EUR/USD binary options signal at 1.06704 #signals https://t.co/XtDYtLhlhH
666424406554632192,Tue Nov 17 01:15:34 +0000 2015,Forex_365_,3329034551,en,#forex EUR/USD falls below 1.0700 https://t.co/C3ffT9R1G9 #finance
666424755310972928,Tue Nov 17 01:16:57 +0000 2015,VictoBurgZ,284735680,en,EUR/USD and EUR/CAD doing me proud. Catching pips like crazy. Love #forex
666427002556018688,Tue Nov 17 01:25:53 +0000 2015,wyninisynisin,601613907,et,"RT @expertraders: EUR/USD ignores US data, keeps 1.0730 https://t.co/dXVxX69V5R #expertraders #forexcoaching #forex #fxstreet #forexnews #f…"
666427405813178368,Tue Nov 17 01:27:29 +0000 2015,Forex_warrior,587436299,en,"EUR posting new session lows: EUR/USD and EUR crosses are taking a bit of a hit
EUR/USD is now below the overn... https://t.co/uwcg1IkAFD"
666427541431967744,Tue Nov 17 01:28:02 +0000 2015,Himmmlisch,367813734,en,"Closed a EUR/USD at 1.06659 on ZuluTrade. Visit https://t.co/taxnGfGcR5
 to check on the latest hypothetical performance statistics."
666427559484239872,Tue Nov 17 01:28:06 +0000 2015,FX_Training_Grp,2960440083,en,"$EURUSD EUR/USD at fresh 7-month lows, Paris attacks weigh https://t.co/gaWZ9lwO3L S/R Levels https://t.co/fC7F6TG5qq #Eurusd #forex #fxnews"
666428026088005632,Tue Nov 17 01:29:57 +0000 2015,m_zooey,3341108853,en,"FX_Training_Grp: $EURUSD EUR/USD at fresh 7-month lows, Paris attacks weigh https://t.co/K2wDDfoElg S/R Levels … https://t.co/X3n8d6GPom"
666428419316535296,Tue Nov 17 01:31:31 +0000 2015,FXS_Finance_FR,2751796116,en,EUR/USD SWFX open positions sentiment worsened to 8.46 from 12.48 in 6 heures #Finances #Forex https://t.co/a3ZXHHmVkk
666428422541975552,Tue Nov 17 01:31:32 +0000 2015,FXS_Finance_DE,2751822624,de,EUR/USD SWFX Neu Positionens Erwartung verschlechterte sich um 8.46 von 12.48 in 6 Stunden #Finanzierung #Forex https://t.co/S3bqGOSNXa
666428428082675712,Tue Nov 17 01:31:33 +0000 2015,FXS_Finance_ES,2751810193,es,EUR/USD SWFX Confianza de posiciones abiertas empeoró 8.46 Desde 12.48 en 6 horas #Finanzas #Forex https://t.co/X18TxbzwFg
666428439449214976,Tue Nov 17 01:31:36 +0000 2015,ForexLiveInfo,2938781688,en,https://t.co/gYAjV4h7ZL EUR posting new session lows - EUR/USD and EUR crosses are taking a bit of a hit EUR/US... https://t.co/UBOxev6Ezb
666428455123345408,Tue Nov 17 01:31:40 +0000 2015,FXS_Finance_PL,2754336931,en,EUR/USD SWFX open positions sentiment worsened to 8.46 from 12.48 in 6 godziny #Finanse #Forex https://t.co/HUJQW7txlq
666428458323599360,Tue Nov 17 01:31:40 +0000 2015,FXS_Finance_AR,2817096751,sl,EUR/USD SWFX open positions sentiment worsened to 8.46 from 12.48 in 6 ساعات #المالية #فوركس https://t.co/MuQrHbFNBY
666428464426311680,Tue Nov 17 01:31:42 +0000 2015,FXS_Finance_MS,2816588642,en,EUR/USD SWFX open positions sentiment worsened to 8.46 from 12.48 in 6 berjam-jam #Kewangan https://t.co/g62WcaTLvY
666428488648368129,Tue Nov 17 01:31:47 +0000 2015,FXS_Finance_HU,3437961521,en,EUR/USD SWFX open positions sentiment worsened to 8.46 from 12.48 in 6 hours  https://t.co/u6g9A7HmnT
666428491504709632,Tue Nov 17 01:31:48 +0000 2015,FXS_Finance_SK,3438940828,en,EUR/USD SWFX open positions sentiment worsened to 8.46 from 12.48 in 6 hours  https://t.co/6jPCeZjb5c
